x,y,z,qx,qy,qz,qw,tx,ty,tz,image
-2.0742368698120117,0.1799839287996292,-2.1713292598724365,0.006445116046148347,-0.318470396999672,-0.03372723174069289,0.9473106885035831,0.3269210411083884,-0.30048818210644274,2.9752903255669936,270.jpg
-2.0077664852142334,0.1713816523551941,-2.0565836429595947,0.007010119344242508,-0.30799625405248016,-0.033327095830469854,0.9507778238894333,0.40682068312845476,-0.29208726095261817,2.8353510970741813,280.jpg
-1.9136239290237427,0.16594986617565155,-1.9453150033950806,0.00649732764852673,-0.29303466985663174,-0.033624466799374815,0.9554882847151505,0.4804302284807493,-0.2816270628364573,2.6764938396369375,290.jpg
-1.8289676904678345,0.15633481740951538,-1.8471060991287231,0.005790731812362722,-0.27897808719105893,-0.033842154772003114,0.9596834909764173,0.5406581786962055,-0.26632899228339835,2.5334012533917676,300.jpg
-1.7450226545333862,0.15220606327056885,-1.7470121383666992,0.004755936047345487,-0.2626616773592358,-0.033947685614171046,0.9642788906538335,0.6051061344288241,-0.25532329356046757,2.385157984764702,310.jpg
-1.6527905464172363,0.1387086659669876,-1.6563369035720825,0.0031730855513744226,-0.24355992659787995,-0.03325288795282637,0.969310445175598,0.6618934491873241,-0.23085973266810603,2.236740868489205,320.jpg
-1.5484631061553955,0.1372617781162262,-1.5873773097991943,0.0010208955543469442,-0.21678842906823123,-0.031653939101301126,0.9757047519274294,0.7197638500249248,-0.2146966103916454,2.0909784288013937,330.jpg
-1.4350674152374268,0.12197414040565491,-1.5137567520141602,-5.03398030609787e-05,-0.19507942489907035,-0.029712978611303845,0.9803372656127056,0.7372112075901451,-0.18763593320568236,1.946039062645068,340.jpg
-1.3416184186935425,0.12517833709716797,-1.4458757638931274,-0.001668871446010296,-0.17571598631285412,-0.02685851997152178,0.9840730292651745,0.7502399755452717,-0.17673349911627192,1.8199097787163907,350.jpg
-1.2407032251358032,0.11548908054828644,-1.3784277439117432,-0.0027492653426124704,-0.1549453543310363,-0.02345149727101443,0.9876408284326106,0.752611749592733,-0.15427350143835386,1.6918985137205462,360.jpg
-1.1364805698394775,0.11231569200754166,-1.327622413635254,-0.0038470260747619943,-0.12642258867421216,-0.019784869447613016,0.9917716916731552,0.7620271190487078,-0.1389469999290618,1.5706026378359537,370.jpg
-1.0178978443145752,0.10070671141147614,-1.2764360904693604,-0.005319797241555616,-0.1068508834805368,-0.016634993285006287,0.9941216552591264,0.7196990241585487,-0.11511588805598243,1.4643526364805408,380.jpg
-0.9277304410934448,0.10157907009124756,-1.2029443979263306,-0.00823597960683335,-0.09171069803765948,-0.013841312405348525,0.995655429642333,0.689402888429762,-0.10291253472813464,1.3535914633330681,390.jpg
-0.851872980594635,0.08964527398347855,-1.1136291027069092,-0.012327789922050737,-0.07488920643000492,-0.011204103593167668,0.9970527069411103,0.6739370690639808,-0.07781021058010813,1.230304092340656,400.jpg
-0.7741615772247314,0.08403149247169495,-1.0337495803833008,-0.014071650003444264,-0.06057749846386451,-0.009514870453886824,0.9980189490116342,0.6418814328943593,-0.06713890736486337,1.1218316382389508,410.jpg
-0.681331992149353,0.07132221758365631,-0.9403830170631409,-0.018318234255736178,-0.04295044359560628,-0.008283037469446084,0.9988749135797597,0.5970288594498939,-0.04638409971612988,0.9975096226555287,420.jpg
-0.6066882014274597,0.06277637928724289,-0.8489344120025635,-0.01656302584916387,-0.03392428964653129,-0.008459011098534535,0.9992513466980834,0.546755144641356,-0.04371942843648859,0.8898586696455171,430.jpg
-0.5476894974708557,0.057647351175546646,-0.7543531060218811,-0.01444497128129978,-0.027291578494757666,-0.008602103979947593,0.9994861261443628,0.5047895136214124,-0.04446444656047701,0.7845674715804075,440.jpg
-0.47916585206985474,0.0526115819811821,-0.6570969223976135,-0.010847033439778329,-0.021545985159924768,-0.008844068155750623,0.9996698929384145,0.4495109437260643,-0.046338928317204264,0.6781864390355272,450.jpg
-0.38472986221313477,0.04618874564766884,-0.5691851377487183,-0.007817371452283837,-0.014579335739246328,-0.008733797027188987,0.9998250109206447,0.36717437028938016,-0.04376502639087868,0.5808526294255987,460.jpg
-0.29681456089019775,0.03827685862779617,-0.48301541805267334,-0.004428771390381276,-0.009375004593971569,-0.0077998245408464105,0.9999158254623071,0.2871036162627264,-0.03852725658648316,0.48883028278001467,470.jpg
-0.22821997106075287,0.03074073977768421,-0.3981444835662842,-0.0021394998812169423,-0.0038857098957274,-0.006293389592648802,0.9999703580838283,0.22472424576214833,-0.03188361477444742,0.40003854270718836,480.jpg
-0.16275709867477417,0.01778242364525795,-0.30280908942222595,-0.0027889784905927076,0.0037538586588025755,-0.0054280111090504665,0.9999743330903793,0.16483277170635355,-0.0178746838734795,0.3016787671207848,490.jpg
-0.08813026547431946,0.014446383342146873,-0.22457574307918549,-0.002750768805193718,0.012689462121867464,-0.004184676294861683,0.9999069453235863,0.09368303866833796,-0.01397778986894976,0.22234661019939783,500.jpg
0.008281323127448559,0.005555802956223488,-0.12961016595363617,-0.002108462923357165,0.020299329805327924,-0.0034713031227289652,0.9997856978613895,-0.0030496180068779323,-0.004969255927251173,0.1298624197405339,510.jpg
0.07015027850866318,-7.544227264588699e-05,-0.04545028507709503,-0.0017175313809876264,0.027929676523313744,-0.0026582149351833174,0.9996048805146045,-0.06750121574284262,0.0006042868323527887,0.04929519886237123,520.jpg
0.13025058805942535,-0.009492680430412292,0.05873316153883934,-0.003916310181400017,0.035535587354878766,-0.002549389668308838,0.9993574861671002,-0.13404694165268424,0.009743114768073165,-0.04941053860560542,530.jpg
0.19396652281284332,-0.015499264001846313,0.1544560343027115,-0.0031055959365542266,0.0445307372943402,-0.002863077179840449,0.998999084833897,-0.2068547649180092,0.015742919257356547,-0.13668640398734644,540.jpg
0.27363887429237366,-0.024293767288327217,0.25819161534309387,-0.005133204658319354,0.057354364145042476,-0.0032427433666883674,0.9983354204569281,-0.30126598621175277,0.023674579890236042,-0.22540997890383446,550.jpg
0.33653342723846436,-0.029859330505132675,0.3581579327583313,-0.005246776196486036,0.0625498448228036,-0.003978338745096325,0.9980201205752399,-0.37840359843401655,0.02917736224550475,-0.31366039548002184,560.jpg
0.3918951749801636,-0.037388209253549576,0.44370123744010925,-0.008128602080945402,0.06635685035732557,-0.004560899121783296,0.9977524204120309,-0.4469134939904628,0.03444267487635691,-0.38850036180523784,570.jpg
0.4289768636226654,-0.05041206628084183,0.5728527307510376,-0.00982147580875954,0.067416247012248,-0.0059029469847670536,0.9976591319025836,-0.5016453946077538,0.045249264236051835,-0.5109082123192118,580.jpg
0.4977155327796936,-0.05767068266868591,0.6640788316726685,-0.012415167178119602,0.06591876232436276,-0.007424319435496035,0.9977201310379997,-0.5800485694747594,0.050033047754446024,-0.5942118139293417,590.jpg
0.5687269568443298,-0.06787417829036713,0.7734480500221252,-0.01339715969631593,0.05827329149013025,-0.008710031899553071,0.9981727680894157,-0.6538624394565273,0.05871568036750724,-0.7037723781807783,600.jpg
0.621766209602356,-0.07239879667758942,0.8725380897521973,-0.015707771182276786,0.04546156733542089,-0.00991902822413859,0.9987933343284691,-0.6972527023031132,0.058965310220194564,-0.814566927259622,610.jpg
0.6818233728408813,-0.08784414082765579,0.985338568687439,-0.017542553411444856,0.02633319529798425,-0.010431686633651977,0.9994448466819879,-0.7312048472729628,0.06860796414083395,-0.9508544220892011,620.jpg
0.7687416672706604,-0.08817044645547867,1.0780569314956665,-0.018715981742343582,0.007087975654388546,-0.009609782703879497,0.999753531979221,-0.7825181349173543,0.06287060431541339,-1.0698865635812391,630.jpg
0.8508312106132507,-0.09935156255960464,1.158036231994629,-0.020131248415860104,-0.015958937351161627,-0.009379503473149454,0.9996259650841598,-0.8118103269420969,0.06770695344774971,-1.1879445189455502,640.jpg
0.9242976307868958,-0.10053097456693649,1.248377799987793,-0.01928631967620434,-0.04626085870341997,-0.008292725162392649,0.9987087671262082,-0.8034161919430522,0.0650542604796751,-1.3316043217099016,650.jpg
1.008585810661316,-0.10991944372653961,1.3519638776779175,-0.018319128658778272,-0.07604046520817305,-0.00777886279511484,0.9969060870863025,-0.7902026076015285,0.07168546608383058,-1.4925062992031264,660.jpg
1.1075226068496704,-0.11097819358110428,1.4389995336532593,-0.016582335370018984,-0.10669135534026389,-0.007351542665241031,0.9941267201266522,-0.7752708055217907,0.07347368807002393,-1.6441407755600856,670.jpg
1.2261451482772827,-0.11936752498149872,1.5218147039413452,-0.013949505976467973,-0.1413224205331662,-0.008574013630918476,0.9898282027846632,-0.7490971348244195,0.0895679962092972,-1.8067738358064032,680.jpg
1.3371541500091553,-0.12585708498954773,1.617435097694397,-0.009404390919842815,-0.1815135714155282,-0.011050883774272406,0.9832813731537958,-0.668531848528104,0.11389620314842196,-1.9899774698448278,690.jpg
1.450674295425415,-0.1336670070886612,1.7125614881515503,-0.006768828194567343,-0.21693553761560713,-0.014616949151215659,0.976053021245163,-0.5844087534228108,0.13724087561123122,-2.166753588424211,700.jpg
1.5592795610427856,-0.1364555060863495,1.8026697635650635,-0.003689702935836732,-0.25058792836202193,-0.017550273618895287,0.9679277163855664,-0.4833575497189029,0.1577286576544527,-2.3326119051983896,710.jpg
1.6859657764434814,-0.138795405626297,1.8812519311904907,-0.0002752196742896488,-0.2857648942526561,-0.02057346712077626,0.9580788495304181,-0.3735909413809759,0.18176432975212548,-2.4956451867594565,720.jpg
1.7900879383087158,-0.14490093290805817,1.967052936553955,0.0023325532186440493,-0.31630912493206276,-0.02286820319234266,0.9483776367897698,-0.24357760299541026,0.20528078478406975,-2.644473182371447,730.jpg
1.8909913301467896,-0.15333029627799988,2.0714528560638428,0.005481267671996377,-0.34807107102008833,-0.026141938599956175,0.9370875542177863,-0.07138115151079066,0.23655774565961393,-2.7980744975346106,740.jpg
1.9994372129440308,-0.1618327647447586,2.1947739124298096,0.008912477539366326,-0.37030126291065507,-0.027681154087071762,0.9284564050828084,0.06946202404177336,0.26885896115546226,-2.9603819993427236,750.jpg
2.104992628097534,-0.15968936681747437,2.293959379196167,0.012668914503525334,-0.38842111861604595,-0.030138776494219748,0.9209018337313665,0.1841285377993229,0.2967301362651443,-3.09786888530133,760.jpg
2.1995835304260254,-0.16911794245243073,2.4016525745391846,0.01782004365785781,-0.4047425309522202,-0.03292667274120664,0.9136639228428671,0.3126521226035498,0.3469094624351162,-3.2274766293015555,770.jpg
2.2761425971984863,-0.16990119218826294,2.5274970531463623,0.020761282982378382,-0.41358798174718564,-0.036280675061647054,0.9095040753621099,0.4221296156027868,0.37820916504121616,-3.3580793443061214,780.jpg
2.35589861869812,-0.18076930940151215,2.6557412147521973,0.023387554920552854,-0.4192499693435946,-0.039838485647318164,0.9066947559909905,0.5133008725873497,0.42031256729451877,-3.4922424475484197,790.jpg
2.4358716011047363,-0.1830287128686905,2.76420521736145,0.023645512114185915,-0.42265947911442386,-0.04310838987406276,0.9049538779374602,0.5742789897706423,0.43845297091753643,-3.617424882654096,800.jpg
2.520122528076172,-0.19951188564300537,2.8870856761932373,0.02269870738210206,-0.42620272149761496,-0.045314254581068254,0.9032068573715384,0.6469542361889662,0.4603984226136984,-3.754406643820235,810.jpg
2.5762407779693604,-0.21190403401851654,3.013705253601074,0.01882115838044002,-0.4312468710780769,-0.0462580285436279,0.9008507617679211,0.7540630283314504,0.44933604101624003,-3.872186195264521,820.jpg
2.645151376724243,-0.2258748561143875,3.134887456893921,0.018239635744051075,-0.43807881692720285,-0.0478293459630468,0.8974779214623242,0.8685435667289906,0.46531654651609006,-3.988041824436321,830.jpg
2.7357354164123535,-0.23006950318813324,3.2403595447540283,0.018035764040212843,-0.44388156659712946,-0.04869064405046679,0.894579838378171,0.9507473463972613,0.47545235401378255,-4.111828755108393,840.jpg
2.8354074954986572,-0.24024038016796112,3.345216989517212,0.018601385278874637,-0.45072362334356986,-0.04887783824830117,0.8911302714833133,1.0403949987492347,0.4969812581640203,-4.237725342336744,850.jpg
2.9246320724487305,-0.2398219108581543,3.4524528980255127,0.020313524524809057,-0.45654933331214836,-0.04954668956679862,0.8880851268468491,1.1321646593659418,0.5184437462397724,-4.356585443684315,860.jpg
3.0224573612213135,-0.25324830412864685,3.564589500427246,0.021382556031960136,-0.4624064439829881,-0.04909203977681276,0.8850497378628501,1.2267510843303668,0.5472909038167859,-4.483440190010954,870.jpg
3.1190690994262695,-0.25745147466659546,3.653080463409424,0.021139643066411442,-0.46613016721830813,-0.048711185435989846,0.8831211712519849,1.2833152365563942,0.5563264861872653,-4.60255071516001,880.jpg
3.234027862548828,-0.27265289425849915,3.7553718090057373,0.02105051120143068,-0.46957354220388015,-0.04837395593093148,0.8813157917726493,1.341080786946678,0.5795541989362614,-4.743596891263092,890.jpg
3.3277626037597656,-0.27285972237586975,3.862248659133911,0.020227021396908986,-0.47284873923370746,-0.04895084623417059,0.8795503124116669,1.4147657393014463,0.5801664467861335,-4.871064129349035,900.jpg
3.4268741607666016,-0.283637136220932,3.97244930267334,0.019105460728962093,-0.47568024817975973,-0.0493013718738585,0.8780277088983762,1.48574801567598,0.5879789455507857,-5.005107597155914,910.jpg
3.5319814682006836,-0.2828046679496765,4.065668106079102,0.01731316792918977,-0.4771888431855486,-0.049809095971343614,0.8772172570771798,1.5248892356847277,0.5784659528011413,-5.140488272535283,920.jpg
3.639228105545044,-0.29854393005371094,4.160335063934326,0.015320483493191466,-0.4785131880039934,-0.05048151263286668,0.8764941691614881,1.5641866483027602,0.5830268564781014,-5.277773859609596,930.jpg
3.7289934158325195,-0.3028377294540405,4.271108627319336,0.014248866944271655,-0.4801887856483783,-0.05110327355605696,0.8755593385717471,1.6307683055408373,0.5828124940701831,-5.407438883406123,940.jpg
3.828803062438965,-0.31508007645606995,4.387542247772217,0.014057120511087406,-0.48370254717468475,-0.0515223268296528,0.8736015642486666,1.7216233282699356,0.5990918864129923,-5.539552067856839,950.jpg
3.928741693496704,-0.3128630518913269,4.486500263214111,0.014356500260474268,-0.48465953912514387,-0.05222130975113307,0.8730246026562771,1.765922772198391,0.6092878071810536,-5.672024875624236,960.jpg
4.0535993576049805,-0.32566744089126587,4.597105503082275,0.016433252769554194,-0.4862878526319934,-0.053074874382882525,0.8720304640866727,1.8182321130511796,0.6581247351919273,-5.825119016112254,970.jpg
4.15772819519043,-0.32599857449531555,4.721002101898193,0.019316999724416795,-0.48973728725501525,-0.054286416294954475,0.8699639233896981,1.9185054645765682,0.7028639332066376,-5.958704472092501,980.jpg
4.258823394775391,-0.34465670585632324,4.837095260620117,0.02221378632020557,-0.49518594254177634,-0.055608525748898144,0.866720901946161,2.0457576428414246,0.7662690741661584,-6.073019036579101,990.jpg
