x,y,z
-0.44466788701858484,0.6568156746828085,2.115290674371655
-1.0097768077696214,-3.3386026152475914,10.19868872980971
0.44236208464503407,-5.494144900566445,10.762826994032924
-2.449346754223891,-2.874014101239514,7.475386003584747
-0.7608023823582517,-1.6208436061390405,4.201770529644709
-2.5361340181472873,-2.2935660343720614,7.19659011669814
0.8750182900258214,-4.100647907264479,7.9569438140234094
1.8010024084209681,-1.3690296780621605,12.281419167783563
0.004382994100650707,-0.09131354366792918,2.87382309606606
0.10027147613505966,-5.178390063626963,10.205105219548503
0.0987167358069874,-0.7323568132058411,1.7424604379074857
-0.7490512999372735,-1.2104877168078794,2.4840548841283434
-1.4158549887586378,-3.193113677041655,8.761690424871441
0.7016478169643521,-5.300071865089678,11.181742861109653
0.31202158287672715,-5.648555835527995,10.640310714269289
0.1425877306716174,-3.7039581411113636,10.55032686366897
-0.2749299916727357,-4.932980630745182,9.362216558378
-1.0998415732073028,-0.02867881240631289,3.604139456435635
0.7599703605188439,-5.418586893445028,10.921933275340843
-0.23978570120218612,-3.9171196865312665,9.756693117910832
-1.0129656584505888,-2.7354697567888815,8.791815824488665
-0.7108917162487396,-3.3658361369881797,8.968227770913241
1.0479854596412115,-0.9939121417870792,7.701995268090604
0.9252933298041719,-1.3729358569567933,11.902181867568196
1.1429689569528816,-1.1493913294965212,11.69234138729962
0.564908483070198,-0.1133050341412899,11.176917875192764
-0.780408643056912,-1.4856814343872546,4.112493819406535
1.8066606061658723,-1.3463496434441984,12.390694643261414
-2.187501989982088,-2.785892967103104,7.7572251961372585
0.5374492562694437,-0.9625093020230897,11.057355386623604
-1.6332320636640651,-3.9831900764978614,8.81000999771209
1.2386712503058885,-0.3390406587029022,5.330327811675563
0.4478830286521153,0.710893655578626,1.6430863778744336
-1.851257130819299,-2.70523748063195,7.835042449339529
-0.004871234412026164,0.7312591726816867,1.173057577172504
0.7335478544488537,-6.114445043152411,11.177422846184843
-1.290694875561069,-1.699522232897539,5.3003095619263485
1.3433847779010377,-1.3770807949172226,12.414484810078982
-0.35258360636688013,-0.8158041608932585,10.250359769102802
-2.5458538356611196,-2.6471346352060965,7.146460297819795
-0.4126717836134424,-0.8082287155739044,2.2673082627262264
1.1840140659882623,-0.16719094681944402,11.93773728622928
-0.1997009135190116,-4.118820672038314,10.215821220919958
-0.25217336756631936,-4.365026901754309,10.51124084165106
-1.2612498783966408,-1.2346250710084883,5.4476938693058
-1.8440495555710705,-3.0744612498024817,8.576097064647751
1.2264089849284903,-2.6709644501657093,5.187202501872431
-1.2132946192809044,0.8756921918680223,-0.59681128134395
-1.532881233114202,-2.629632724313715,7.2416320167957675
-3.0831207204321123,-3.174129425817471,10.29810426415233
0.2078564575805309,-0.8303297299048414,1.356725757956816
-2.5085678110460137,-2.276298497930793,7.206631677307184
-0.7454001510453869,-5.101223406339921,9.338847382136874
0.7161104780776978,-2.4032444717759036,5.796704605378232
-2.8305327803413833,-1.8608959677282433,7.622946203329432
-2.6794981883341027,-2.0779766085175506,7.216735205977165
1.6666420992808966,-1.4316603515654354,12.665808830613964
-1.0984365308135824,-0.6096010877069897,3.7240098378901014
1.7740674287591396,-0.2601960988492187,12.659956207966566
1.1543676105256748,-0.20587364783471795,11.936938865181807
0.7582609703579328,-1.1201868566818878,11.53307396592372
1.8973375458022563,-0.3526805043738155,12.286783863517652
0.6030048324527095,-5.170803040945722,10.890164861152938
0.994131215261658,-4.810146747639072,10.366685950455306
0.08531349106393843,-0.001154089130480808,0.5754272742850202
-0.4980167175197842,-5.0812334951440485,8.730980160209944
0.6195419652876685,-5.114343986614366,10.648152471368372
-1.8373975092272268,-1.9709583396610033,5.055046480861858
-0.16592674509395539,-4.9094692832426885,9.282981235419296
-0.43854543042767963,-1.196127852819863,3.010446159309766
-1.1526949713946495,-4.075127623836806,8.898219217884394
-0.08482993439499922,-5.221031030271819,9.3506369753923
0.6024439574761202,-0.9432931570037556,10.973386018707762
-0.3080101373571641,-0.6961677921389524,1.9055498712380823
-0.41500820785950815,-2.045657200386093,3.7303221793998533
0.07784974853576004,-5.615127527949341,10.124461997817702
-0.12018716788191505,0.6364215049191269,2.4391032209130388
0.04616168244273528,-5.6229720119768185,10.370046673546042
-0.1420974321198717,0.14045596647829695,3.5400022924871477
0.19187642631165092,0.0491929994096665,1.8189911891619572
0.03147614743785527,-5.176590188684565,10.213285260432825
-0.14746504290767273,-0.6626736379626769,1.8645878267452907
-0.0705683471528509,-5.129857647863009,10.266130088857267
-0.3646605521242001,-0.8364577277506773,1.6015345659926061
0.06804528944857663,-5.061810124770748,10.260077398236973
0.050018541162724084,0.7293901679546032,1.244354386946828
0.5083746610149773,0.6405321559003428,2.4226581778271052
0.7705582346359781,-5.163826660766851,10.791987434720417
-0.3924987341119629,-3.883124214421856,10.024320158366018
-0.11394394964615634,0.10487274476275019,3.5517730192624213
-1.240369622769604,-4.991967570451115,9.120075393060556
-0.7252145074772267,-1.6697844935483712,3.9761029730693394
-1.0589624862320814,-2.6287854724688646,8.504592854784464
-0.2705622865185974,-0.7959213256022528,4.980672954747239
0.5714880478051563,-1.4362571346909978,10.967582010160474
-1.277083186484869,-1.3319037380040206,5.613811951698065
-0.7462281135451287,-1.4484507450756772,3.2259263462410317
-2.1047159245961757,-5.94714748964295,10.667210879094393
-0.23418269349019916,-0.6068523320856147,1.087537486445852
-1.1101389328323903,-0.1023981608659548,3.7694354298626505
-0.9913289162293236,0.6442090354687294,2.357156356883836
1.7810825374597277,-0.030586776949597355,12.574068007218132
0.07537095170186162,0.671631629838351,2.001130173287257
0.442481445332576,-4.571534728048537,8.683255891924704
0.10954102046749034,-0.007470542857249661,0.23998834616867648
0.02979903276652157,-3.4139581909844945,10.035942843454501
3.0405919185556143,-1.5251484988003987,1.7576141439759911
2.468285305444383,-0.3983554961553016,13.508900342256876
0.433749523622399,-1.1434657121293936,11.145724001617948
1.2122611632898377,-1.1397351004135188,11.690452490089115
-1.951466643731576,-3.4896082095881233,6.192207527249225
-0.33760640205515835,-0.5494381359880688,9.296406487332227
0.4222609721440354,-1.1003685789510205,11.22500780064349
0.38992858699664495,0.7399923823852457,1.919496424746723
0.44617387536254716,-0.9349024792417217,11.196296235967298
0.6019113307871534,-5.56059826207714,10.194955298846828
-2.0126871580751584,-2.658008524021969,7.884301679008649
0.6472914042440835,-5.622889324758739,11.03007069648146
-0.8389535445837578,-2.1228126941475853,6.949347520915837
1.4912056758640533,-5.834036223985911,11.461648298446255
-0.8353072391359622,-0.019520285050272725,3.691119962465628
1.9807497219576145,-0.25789814768634783,8.7934326424381
0.830088157835069,-5.176080150990594,10.795856867708025
0.19901674250318338,0.05576647557563822,2.5742418534659484
0.6312753256636257,-5.119948319490395,10.811471712406203
-0.3109922479460865,0.28074983968590955,2.094730334676762
-0.08249604689165821,-0.8189956336432839,10.348677415281312
-1.13233138018921,-3.1029466880947565,9.486118959145672
-1.5733937999049075,-2.8342014722713413,8.575273933571424
-1.300823444566549,-1.689983117286529,5.3859421725301075
-0.5308734961162149,-0.8937783546353204,1.9070971211178387
-1.0699164627190003,-1.482645722655069,3.5161363702524797
-2.6337697313970097,-2.357572298618014,7.272602157187633
-1.0941568807721747,-3.301722210964299,9.51047496750444
0.6675419562487678,0.6116643260897485,2.635955779890707
1.1418813151344451,-2.6100806545527093,5.222911525097809
1.741882811488395,-1.3693504717773464,12.616143230940457
-0.04372282145184214,-1.0169558292623935,2.0287657352287716
-0.17644206675660248,-4.184935226419364,10.178258484283376
-1.0361453994111722,0.2800766351800446,3.1033375093833153
0.8704090029923685,0.19376358479826136,5.817952978130169
0.7306123659855376,-5.253512199965206,10.851105291000351
-0.7647653196282821,-5.133190612285528,9.374412114271925
-0.21345422640487935,-4.948607567684786,9.052047754755847
0.7396501763083915,-5.2999138827922145,10.843133030815704
-0.2593915512519458,-0.8512727295318339,6.074472203218132
-0.019312802350091612,-0.8703878739919317,10.630400453398483
-1.0916170074004192,-0.5012184658389099,3.5816025594153085
0.6498765832490573,-5.438882009431144,10.880071445852032
0.3853295851431764,-0.016257760887196087,2.5220924368486473
0.7410493524902239,-5.0981072422004035,10.910348095734843
1.2729701913685225,-2.7521684136891063,5.251365316853665
-0.7518195352257773,-5.20474739820301,9.355520169794016
0.38095335409099446,0.7403169113482595,1.3097219550195984
-1.2828788601066177,-1.84139599220968,5.970604960370031
1.7252070961390624,-1.4450091161905123,12.702665151569603
1.2892470235671658,-1.1544176052637856,11.405258283603196
0.43950411106642234,-1.0438747960607409,11.073650402098178
0.5973978111395813,-1.0265588521414926,11.045132909907815
-1.2930061418031555,-3.602202591517568,9.330621076356296
